Temps,Contrainte,Epsilon 1,Epsilon 2
0.5,0.1714491002,0.000089142,-0.0000336023
1,1.143403852,0.0003460977,-0.0001284646
1.5,2.15834078,0.0006060546,-0.0002241823
2,3.147735036,0.0008680339,-0.000320442
2.5,4.156308469,0.0011373211,-0.0004197096
3,5.158392521,0.0014079639,-0.0005192357
3.5,6.159509472,0.0016781711,-0.0006197059
4,7.156202898,0.0019524818,-0.000721315
4.5,8.154661758,0.0022329087,-0.000823998
5,9.15421938,0.0025139259,-0.0009264944
5.5,9.974019803,0.0027053624,-0.0009970684
6,9.999236288,0.0027241103,-0.0010057416
6.633171055,9.992683921,0.002742332455,-0.00101439476
7.333159708,9.993034687,0.002763287265,-0.001022963637
8.107017119,9.989887588,0.002777216929,-0.001028741243
8.96253855,9.991056721,0.002792549561,-0.001035419675
9.908341882,9.987141215,0.002804161934,-0.001041022986
10.95395443,9.98548225,0.002818269776,-0.001046605416
12.10990891,9.993402162,0.00282772945,-0.001052475034
13.38784954,9.991366282,0.002835302547,-0.001058123405
14.80064935,9.991148113,0.002845731805,-0.001062843513
16.36253981,9.997134721,0.002856544324,-0.001068085139
18.08925424,9.987587786,0.002866035521,-0.001072097032
19.99818627,9.989380017,0.002877292272,-0.001076352539
22.10856506,9.985019581,0.002889265213,-0.001081154007
24.44164897,9.990548059,0.002897445603,-0.001085491151
27.02093975,9.982448784,0.002906904161,-0.001089918187
29.87241923,9.985727745,0.002915658061,-0.001092795562
33.0248111,9.994126013,0.002926285474,-0.001097357536
36.50987018,9.983193403,0.002932828162,-0.001100676482
40.36270236,9.992787179,0.00294335118,-0.001106259198
44.62211816,9.996265627,0.002954683998,-0.001110272591
49.33102377,9.99265434,0.002962324482,-0.001112287442
54.53685316,9.989868972,0.002969772809,-0.001114906151
60.29204597,9.990143243,0.002978448104,-0.001116720784
66.6545757,9.990061662,0.00298734656,-0.001119624701
73.68853371,9.995864642,0.002995118028,-0.00112176846
81.46477481,9.994418944,0.003003205117,-0.001125794649
90.06163105,9.987266322,0.003011155204,-0.001128360665
99.56570071,9.992947211,0.003019686297,-0.001133160424
110.0727207,9.994392554,0.003027281652,-0.001134576476
121.6885308,9.988797056,0.003033899823,-0.001139836099
134.53014,9.989415073,0.003043641721,-0.001141599819
148.7269052,9.990945772,0.003050915983,-0.001143797153
164.4218337,9.991425726,0.003056513379,-0.001146561293
181.7730247,9.99050988,0.003062181856,-0.001148783938
200.955261,9.988222975,0.003067619236,-0.001151758727
222.1617701,9.992995952,0.003073815555,-0.001155396777
245.6061705,9.992320114,0.003082405545,-0.001160693741
271.5246236,9.995556156,0.00308738327,-0.001162763979
300.1782123,9.991503519,0.00309400498,-0.001166572003
331.8555715,9.992307239,0.003101645004,-0.001170792566
366.8757953,9.990460815,0.003107388083,-0.001173231715
405.591651,9.991132785,0.003114820075,-0.001175936425
448.3931333,9.987688024,0.003120305749,-0.001176902684
495.7113922,9.992634376,0.003125998413,-0.001182126086
548.0230764,9.992579989,0.003132525676,-0.001185540998
605.8551346,9.993833186,0.003140865284,-0.001188821183
669.7901238,9.99150212,0.003147189133,-0.001189792154
740.472077,9.986999705,0.003152110661,-0.00119294371
818.6129914,9.995560016,0.00316102582,-0.00119614863
905,9.996209051,0.0031616942,-0.0011962484
905.5,9.400804724,0.0029572193,-0.0011239828
906,8.36402753,0.0026922513,-0.0010279203
906.5,7.368701769,0.0024241122,-0.0009308793
907,6.357458717,0.002149113,-0.0008306631
907.5,5.361675193,0.00187844,-0.0007312618
908,4.353980165,0.0016026675,-0.0006302768
908.5,3.359275366,0.0013300569,-0.0005295286
909,2.359580494,0.0010542919,-0.000428182
909.5,1.356932775,0.000780224,-0.0003262277
910,0.3508000063,0.0005156457,-0.0002274096
910.5,-0.02705236982,0.0004383998,-0.0001973326
911,0.01211000319,0.0004207736,-0.0001890806
924.5785062,0.01341314123,0.0002742430898,-0.0001242376592
938.3594008,0.01279411978,0.0002276079399,-0.0001040241168
952.3457004,0.01276120291,0.0002003711738,-0.00009199389837
966.5404666,0.001160465403,0.0001781048937,-0.00008107159961
980.9468066,0.003964493571,0.0001616309432,-0.00007552082322
995.5678738,0.004386479745,0.0001517391456,-0.00007285338896
1010.406869,0.001946472514,0.0001398056291,-0.00006875867195
1025.46704,0.003645578394,0.0001328733697,-0.00006473314725
1040.751684,0.004322910109,0.000127068313,-0.00006249319333
1056.264146,0.006991299528,0.0001204036779,-0.00006010220767
1072.007823,0.007705699279,0.0001151183461,-0.00005825794536
1087.98616,0.005184387667,0.0001084110844,-0.00005452156367
1104.202654,0.003083126864,0.0001038184736,-0.00005182989565
1120.660857,0.00184559996,0.00009865217507,-0.00005053909222
1137.36437,0.006074403732,0.00009626273509,-0.00005147601551
1154.31685,0.009732875882,0.00009391656614,-0.00004868213376
1171.522008,0.00629909528,0.00009011345781,-0.00004612907179
1188.983609,0.01745084857,0.00008776241593,-0.00004441767124
1206.705476,0.007029412205,0.00008368357645,-0.00004198986905
1224.691489,0.01157919305,0.00008254451168,-0.00004156861174
1242.945585,0.004295948259,0.00007749893189,-0.00004078352939
1261.471759,0.01162803492,0.00007719530724,-0.00004078155663
1280.274066,0.01065038473,0.00007357024128,-0.00003946498742
1299.356623,0.007959827321,0.00007066939775,-0.00003666003759
1318.723606,0.005863372152,0.00006879969179,-0.00003565112042
1338.379256,0.01008459942,0.00006502147865,-0.00003466848029
1358.327874,0.006864574057,0.00006453135307,-0.00003501243866
1378.573827,0.003724427411,0.00006134409286,-0.00003500240902
1399.121548,0.01419117381,0.00006356586352,-0.00003501227565
1419.975533,0.005500707843,0.00006142911884,-0.00003188622052
1441.140348,0.01376518325,0.00006047733097,-0.00003084673673
1462.620626,0.01637522481,0.00005865043733,-0.00003083343966
1484.421069,0.015452699,0.0000561943298,-0.00002956314448
1506.546448,0.00530156147,0.00005232975603,-0.00002792451947
1529.001607,0.01319184205,0.00005360904746,-0.0000278104059
1551.791462,0.009862587131,0.00005066606538,-0.00002819916351
1574.921001,-0.00007268775912,0.00004618409921,-0.00002641687706
1598.395287,-0.002954930234,0.00004690860272,-0.00002837721715
1622.219459,0.005338543459,0.0000469850234,-0.00002862166234
1646.398731,0.01753374378,0.00004680654891,-0.00002740260422
1670.938397,0.02120991081,0.00004990587989,-0.0000282965485
1695.843827,0.005136640615,0.00004486857738,-0.00002486290809
1721.120475,0.02286109112,0.00004602684541,-0.00002548570932
1746.773872,0.0009910489496,0.00004328689611,-0.0000246439885
1772.809635,0.005881724835,0.00004459645372,-0.00002458781438
1799.233462,0.003129631329,0.00004107993568,-0.00002365806961
1826.051138,-0.002908997273,0.0000392299872,-0.00002188400318
1853.268533,0.0002892921394,0.00004017004688,-0.00002320182696
