Temps,Contrainte,Epsilon 1,Epsilon 2
0.5,0.4227841488,0.0002240634,-0.0000822993
1,2.864356489,0.0008826613,-0.000322586
1.5,5.384903087,0.001546129,-0.0005650809
2,7.887449443,0.0022252433,-0.0008122757
2.5,10.38891154,0.0029195105,-0.0010640254
3,12.89484894,0.0036280981,-0.001319633
3.5,15.40093833,0.0043498593,-0.0015789009
4,17.90410964,0.0050862023,-0.0018420546
4.5,20.4059109,0.0058405425,-0.0021084544
5,22.90785009,0.006603724,-0.0023756805
5.5,24.96496866,0.0071468989,-0.002566598
6,25.03937926,0.0071995509,-0.0025891828
6.633171055,25.01162399,0.007271153234,-0.002617750669
7.333159708,25.00979971,0.007327665684,-0.002640201218
8.107017119,25.01443594,0.007384173637,-0.002663729578
8.96253855,25.00594904,0.007429390413,-0.00268260726
9.908341882,25.00421773,0.007476298611,-0.002700852951
10.95395443,24.99699,0.007516598354,-0.002716668486
12.10990891,25.00791861,0.007558177452,-0.00273308079
13.38784954,25.00611739,0.007598313548,-0.002748637408
14.80064935,25.01015244,0.007636840446,-0.002763726567
16.36253981,25.0098961,0.007671947324,-0.002777345018
18.08925424,25.0088462,0.007708072394,-0.002791096915
19.99818627,25.00940998,0.007741880774,-0.002804529668
22.10856506,25.0101467,0.007777117851,-0.002817771748
24.44164897,25.00679149,0.007810154773,-0.002830919951
27.02093975,25.00741987,0.00784308157,-0.002843208365
29.87241923,25.01033529,0.007876523272,-0.002855427921
33.0248111,25.00794095,0.007906421038,-0.002866452787
36.50987018,25.00531296,0.007939900321,-0.002879151392
40.36270236,25.01046581,0.007971070713,-0.00289070801
44.62211816,25.00976855,0.008001735618,-0.002901750632
49.33102377,25.01044753,0.008034352495,-0.002912265247
54.53685316,25.01006192,0.008062591527,-0.002922014633
60.29204597,25.01108002,0.008094427864,-0.002934390334
66.6545757,25.01318029,0.008125782317,-0.002946134053
73.68853371,25.01487638,0.008156884445,-0.002957654231
81.46477481,25.00636802,0.008185255934,-0.002967274837
90.06163105,25.00463949,0.008215849404,-0.002978538724
99.56570071,25.01412519,0.008246698197,-0.002989875369
110.0727207,25.01280884,0.008275748691,-0.003001206019
121.6885308,25.00767073,0.008305056938,-0.003014061724
134.53014,25.00467096,0.008333855354,-0.003023390337
148.7269052,25.00939724,0.008364482659,-0.003033309866
164.4218337,25.01035418,0.008393534008,-0.003043448962
181.7730247,25.01230989,0.008423480346,-0.003055098274
200.955261,25.00999317,0.008452354565,-0.003065627924
