Temps,Contrainte,Epsilon 1,Epsilon 2
0.5,0.6116013168,0.0003143446,-0.0001138326
1,4.005961869,0.0012112944,-0.0004372502
1.5,7.528143739,0.0021278769,-0.0007675121
2,11.02959129,0.0030702212,-0.0011051759
2.5,14.53401498,0.0040406028,-0.0014500558
3,18.04153141,0.005043346,-0.0018040094
3.5,21.5645556,0.0060752824,-0.0021643208
4,25.05105164,0.0071394134,-0.002529919
4.5,28.56094642,0.0082526249,-0.0029057794
5,32.06540169,0.0093968981,-0.0032871868
5.5,34.94555388,0.0102049426,-0.00355903
6,35.02577483,0.0103080033,-0.0036011394
6.633171055,35.01228356,0.0104298123,-0.003648849521
7.333159708,35.00705125,0.01053249017,-0.003688863247
8.107017119,35.00392432,0.01062421145,-0.003724492227
8.96253855,35.0004016,0.01070884882,-0.003758012029
9.908341882,35.00607383,0.01078746211,-0.003788763823
10.95395443,35.00697566,0.01086221132,-0.003818505621
12.10990891,35.00558835,0.01093277491,-0.003846512542
13.38784954,34.99609393,0.01100025398,-0.003873153461
14.80064935,35.00317799,0.01106872793,-0.003900641794
16.36253981,35.00212611,0.01113431496,-0.003926689978
18.08925424,34.99637528,0.01119389171,-0.00395008704
19.99818627,35.00472208,0.01125803765,-0.003974904903
22.10856506,35.01097201,0.01132012864,-0.003999168203
24.44164897,35.00646008,0.01137965074,-0.004022381492
27.02093975,35.00740797,0.01143918683,-0.004046357453
29.87241923,35.00005662,0.01149794293,-0.00406917742
33.0248111,34.99849344,0.01155589098,-0.004091486698
36.50987018,35.00132427,0.01161647149,-0.004115249393
40.36270236,35.00799963,0.01167439417,-0.004139288523
44.62211816,35.00520852,0.01173092965,-0.004161735544
49.33102377,35.00536098,0.01178969131,-0.004183601183
54.53685316,35.00434735,0.01184601092,-0.004204827401
60.29204597,35.00362268,0.01190602284,-0.004227936524
66.6545757,35.00215084,0.01196390707,-0.004249218016
73.68853371,35.00551843,0.01202487972,-0.004273866902
81.46477481,34.99889563,0.01207910512,-0.004294502212
90.06163105,34.99830331,0.01214051429,-0.004317161342
99.56570071,35.00447333,0.01219884537,-0.00433999555
110.0727207,35.00514834,0.01225864838,-0.004362957552
121.6885308,35.01546862,0.0123221914,-0.004388131142
134.53014,35.00817191,0.01238391728,-0.004412319399
148.7269052,35.00000423,0.0124408486,-0.004434187721
164.4218337,35.00692493,0.012504418,-0.004458215632
181.7730247,35.00748282,0.01256634348,-0.00448169724
200.955261,35.00137101,0.01263072009,-0.004505770649
222.1617701,35.00827721,0.01269449774,-0.004531232428
245.6061705,35.00296459,0.01275815135,-0.004555732324
271.5246236,35.00196312,0.01282291061,-0.004581029477
300.1782123,35.00682422,0.01289034632,-0.004608076697
331.8555715,34.9985163,0.01295575045,-0.004633855366
366.8757953,35.00227024,0.01302331949,-0.00465912157
405.591651,35.00377711,0.01309337532,-0.004688429794
448.3931333,34.99757329,0.01315936541,-0.004714738868
495.7113922,35.0025816,0.01323147865,-0.004744913657
548.0230764,35.00391121,0.01330315142,-0.004776866101
605.8551346,34.99663205,0.01337541945,-0.004803962882
669.7901238,35.00188569,0.01344899073,-0.004833480078
740.472077,35.00258123,0.01352677746,-0.004864326771
818.6129914,35.00426934,0.01360428619,-0.004897688302
905,35.00046041,0.0136486715,-0.0049190255
905.5,32.97228198,0.0128630026,-0.0046580547
906,29.32585832,0.0118003148,-0.0042994313
906.5,25.81618758,0.0107404854,-0.0039361042
907,22.311885,0.0096792079,-0.0035682362
907.5,18.8084593,0.0086206417,-0.0031973816
908,15.29804467,0.0075605938,-0.0028223281
908.5,11.79672936,0.0065067526,-0.0024464585
909,8.285451859,0.0054529612,-0.0020673064
909.5,4.798278368,0.0044116871,-0.0016893246
910,1.293600804,0.0033969418,-0.0013164163
910.5,-0.1437479887,0.0030633488,-0.0011850954
911,-0.004670093341,0.0029726771,-0.0011444716
924.5785062,0.005414086805,0.002108235041,-0.0007760195691
938.3594008,0.0032926816,0.001809037651,-0.0006533125535
952.3457004,-0.0004956685265,0.001626014825,-0.0005806478681
966.5404666,0.005634226547,0.001495699471,-0.0005282487062
980.9468066,-0.000001726493813,0.001394048626,-0.0004907461518
995.5678738,0.009603466276,0.001315999852,-0.0004610467757
1010.406869,0.003874517733,0.001247408708,-0.0004345309014
1025.46704,0.00364481681,0.001189455763,-0.0004128601615
1040.751684,0.004042358172,0.001139970634,-0.0003936961786
1056.264146,0.0002589793205,0.001096816891,-0.0003788944363
1072.007823,0.002631893263,0.001057469788,-0.0003651204004
1087.98616,-0.003485787264,0.001020812033,-0.0003496079506
1104.202654,-0.001882252385,0.0009910064097,-0.0003389273472
1120.660857,-0.001567326614,0.0009611710445,-0.0003278890116
1137.36437,-0.00600504533,0.0009343770037,-0.0003182904446
1154.31685,0.002387598218,0.0009097814495,-0.0003092621979
1171.522008,0.01148003965,0.0008880402209,-0.00030279799
1188.983609,-0.002033212279,0.0008644895761,-0.0002952044721
1206.705476,-0.006011421138,0.0008446462657,-0.0002873505224
1224.691489,-0.0004204459985,0.0008255616924,-0.0002802909844
1242.945585,0.002995459682,0.000807674278,-0.000273916741
