Temps,Contrainte,Epsilon 1,Epsilon 2
3501.315497,0.02312957372,0.00002565109209,0.00001171744862
3553.502802,0.005882181708,0.00002322766242,0.00001413721134
3606.467961,0.02300576147,0.00002419383011,0.00001176899659
3660.222568,0.02267878483,0.00002521384507,0.00001195951668
3714.778391,0.02178402369,0.00002649447616,0.00001258901715
3770.147372,0.009080540987,0.00002272458631,0.00001550794636
3826.34163,0.02333766401,0.00002476615417,0.00001507937867
3883.373467,0.01402581345,0.00002225622691,0.00001209851327
3941.255367,0.02092160213,0.00002377172435,0.00001383450219
4000,0.008481897083,0.0000210922,0.0000132565
