Temps,Deformation
0.000001,15.0000008
1.000001,15.78899184
2.000001,16.55636805
3.000001,17.30272159
4.000001,18.02862839
5.000001,18.73464859
6.000001,19.421327
7.000001,20.08919349
8.000001,20.73876344
9.000001,21.37053807
10.000001,21.98500491
11.000001,22.58263811
12.000001,23.16389883
13.000001,23.72923561
14.000001,24.2790847
15.000001,24.81387038
16.000001,25.33400533
17.000001,25.83989091
18.000001,26.33191749
19.000001,26.81046474
20.000001,27.27590194
21.000001,27.72858825
22.000001,28.16887298
23.000001,28.59709587
24.000001,29.01358738
25.000001,29.41866889
26.000001,29.81265297
27.000001,30.19584366
28.000001,30.56853664
29.000001,30.93101949
30.000001,31.28357194
31.000001,31.62646603
32.000001,31.95996636
33.000001,32.28433027
34.000001,32.59980807
35.000001,32.90664318
36.000001,33.20507239
37.000001,33.49532597
38.000001,33.7776279
39.000001,34.05219603
40.000001,34.31924221
41.000001,34.57897253
42.000001,34.8315874
43.000001,35.07728175
44.000001,35.31624518
45.000001,35.54866208
46.000001,35.7747118
47.000001,35.99456876
48.000001,36.20840263
49.000001,36.41637841
50.000001,36.61865659
51.000001,36.81539324
52.000001,37.0067402
53.000001,37.1928451
54.000001,37.37385157
55.000001,37.54989926
56.000001,37.72112404
57.000001,37.88765803
58.000001,38.04962973
59.000001,38.20716413
60.000001,38.36038279
61.000001,38.50940395
62.000001,38.65434259
63.000001,38.79531057
64.000001,38.93241665
65.000001,39.06576664
66.000001,39.19546344
67.000001,39.32160713
68.000001,39.44429504
69.000001,39.56362186
70.000001,39.67967965
71.000001,39.79255798
72.000001,39.90234395
73.000001,40.00912228
74.000001,40.11297535
75.000001,40.21398332
76.000001,40.31222412
77.000001,40.40777357
78.000001,40.50070538
79.000001,40.59109129
80.000001,40.67900102
81.000001,40.76450242
82.000001,40.84766146
83.000001,40.92854232
84.000001,41.0072074
85.000001,41.08371742
86.000001,41.1581314
87.000001,41.23050677
88.000001,41.30089938
89.000001,41.36936355
90.000001,41.43595211
91.000001,41.50071643
92.000001,41.56370651
93.000001,41.62497094
94.000001,41.684557
95.000001,41.74251066
96.000001,41.79887666
97.000001,41.85369848
98.000001,41.90701843
99.000001,41.95887765
100.000001,11.25388143
101.000001,10.97602211
102.000001,10.70502316
103.000001,10.44071519
104.000001,10.18293302
105.000001,9.931515504
106.000001,9.686305513
107.000001,9.447149778
108.000001,9.213898819
109.000001,8.986406846
110.000001,8.764531671
111.000001,8.548134613
112.000001,8.337080417
113.000001,8.131237168
114.000001,7.930476207
115.000001,7.734672052
116.000001,7.543702318
117.000001,7.357447645
118.000001,7.175791615
119.000001,6.998620689
120.000001,6.825824128
121.000001,6.65729393
122.000001,6.492924757
123.000001,6.332613874
124.000001,6.17626108
125.000001,6.023768651
126.000001,5.875041273
127.000001,5.729985987
128.000001,5.588512129
129.000001,5.450531273
130.000001,5.315957176
131.000001,5.184705726
132.000001,5.056694885
133.000001,4.931844644
134.000001,4.810076966
135.000001,4.691315742
136.000001,4.575486744
137.000001,4.462517574
138.000001,4.352337622
139.000001,4.244878023
140.000001,4.140071612
141.000001,4.037852879
142.000001,3.938157937
143.000001,3.840924471
144.000001,3.746091708
145.000001,3.653600374
146.000001,3.563392659
147.000001,3.475412181
148.000001,3.389603948
149.000001,3.305914329
150.000001,3.224291013
151.000001,3.144682984
152.000001,3.067040485
153.000001,2.991314985
154.000001,2.917459155
155.000001,2.845426832
156.000001,2.775172993
157.000001,2.706653728
158.000001,2.639826209
159.000001,2.574648668
160.000001,2.511080366
161.000001,2.449081571
162.000001,2.388613531
163.000001,2.329638453
164.000001,2.272119475
165.000001,2.216020645
166.000001,2.1613069
167.000001,2.107944043
168.000001,2.055898719
169.000001,2.005138399
170.000001,1.955631355
171.000001,1.907346645
172.000001,1.860254089
173.000001,1.814324252
174.000001,1.769528426
175.000001,1.725838614
176.000001,1.683227506
177.000001,1.641668471
178.000001,1.601135532
179.000001,1.561603355
180.000001,1.523047231
181.000001,1.485443061
182.000001,1.448767341
183.000001,1.412997148
184.000001,1.378110124
185.000001,1.344084464
186.000001,1.3108989
187.000001,1.278532691
188.000001,1.246965606
189.000001,1.216177916
190.000001,1.186150376
191.000001,1.156864219
192.000001,1.12830114
193.000001,1.100443285
194.000001,1.073273244
195.000001,1.046774033
196.000001,1.02092909
197.000001,0.9957222609
198.000001,0.9711377907
199.000001,0.9471603132
200.000001,0.9237748417
